transaction_id,customer_id,payment_date,amount,plan_type
102,848,2024-08-26,18.7,Premium
103,348,2024-06-16,21.409999999999997,Premium
104,851,2024-05-02,49.830000000000005,Enterprise
105,205,2024-06-22,19.669999999999998,Premium
106,1893,2024-06-01,11.95,Basic
107,258,2024-01-28,19.36,Premium
108,901,2024-09-03,10.17,Basic
109,1565,2024-06-06,8.81,Basic
110,795,2024-09-04,21.369999999999997,Premium
111,501,2024-11-06,8.11,Basic
112,1954,2024-10-23,21.229999999999997,Premium
113,1615,2024-07-12,21.09,Premium
114,1733,2024-11-13,19.529999999999998,Premium
115,1862,2024-11-20,19.59,Premium
116,1989,2024-04-30,48.56,Enterprise
117,1421,2024-09-20,21.86,Premium
118,1600,2024-03-19,51.79,Enterprise
119,770,2024-07-11,11.530000000000001,Basic
120,1884,2024-08-31,11.280000000000001,Basic
121,1180,2024-11-20,8.43,Basic
122,1003,2024-06-08,19.7,Premium
123,1834,2024-10-09,51.46,Enterprise
124,943,2024-09-04,8.88,Basic
125,551,2024-08-16,11.7,Basic
126,1274,2024-09-19,9.72,Basic
127,212,2023-12-23,8.24,Basic
128,90,2024-09-05,21.65,Premium
129,1878,2024-10-20,21.509999999999998,Premium
130,762,2024-07-28,50.11,Enterprise
131,1529,2024-10-16,9.5,Basic
132,1621,2024-11-15,51.9,Enterprise
133,1551,2023-12-28,51.910000000000004,Enterprise
134,1517,2024-08-14,8.61,Basic
135,42,2024-09-21,19.97,Premium
136,129,2024-10-06,10.86,Basic
137,1835,2024-01-02,51.080000000000005,Enterprise
138,1311,2023-12-05,19.869999999999997,Premium
139,1598,2024-07-19,51.77,Enterprise
140,1001,2024-03-24,10.74,Basic
141,168,2024-08-02,11.32,Basic
142,1182,2024-09-11,18.639999999999997,Premium
143,233,2024-08-13,19.2,Premium
144,395,2024-03-10,21.7,Premium
145,1188,2024-08-10,21.549999999999997,Premium
146,1531,2024-06-24,50.160000000000004,Enterprise
147,1838,2024-03-01,18.459999999999997,Premium
148,1915,2024-06-29,8.5,Basic
149,950,2024-03-26,21.86,Premium
150,1312,2023-12-14,19.279999999999998,Premium
151,1560,2024-04-16,20.83,Premium
152,180,2023-12-08,20.74,Premium
153,181,2024-07-11,50.96,Enterprise
154,1209,2024-04-06,10.67,Basic
155,617,2024-05-23,10.99,Basic
156,1810,2024-03-20,19.45,Premium
157,403,2024-07-24,21.669999999999998,Premium
158,664,2024-11-13,50.31,Enterprise
159,777,2024-03-02,51.39,Enterprise
160,1663,2024-10-15,18.189999999999998,Premium
161,17,2024-09-16,8.34,Basic
162,869,2024-10-22,18.95,Premium
163,147,2024-07-18,21.13,Premium
164,1391,2024-06-05,11.72,Basic
165,232,2024-05-16,11.08,Basic
166,1728,2024-04-12,11.24,Basic
167,1071,2023-12-16,48.52,Enterprise
168,238,2024-05-05,51.550000000000004,Enterprise
169,1931,2024-10-18,19.619999999999997,Premium
170,1175,2023-11-30,18.56,Premium
171,1019,2024-10-25,10.620000000000001,Basic
172,1651,2024-04-12,11.32,Basic
173,486,2024-04-07,11.27,Basic
174,85,2024-03-27,19.93,Premium
175,894,2024-03-25,9.53,Basic
176,696,2024-04-11,10.38,Basic
177,849,2024-11-03,21.24,Premium
178,860,2024-01-26,50.230000000000004,Enterprise
179,1332,2024-02-08,19.389999999999997,Premium
180,1188,2024-08-02,20.27,Premium
181,573,2023-12-21,8.95,Basic
182,115,2024-11-14,10.76,Basic
183,1142,2024-01-31,20.279999999999998,Premium
184,42,2024-04-07,8.790000000000001,Basic
185,322,2024-01-21,8.620000000000001,Basic
186,1967,2024-01-30,10.3,Basic
187,1320,2024-04-04,18.34,Premium
188,1332,2024-06-26,51.690000000000005,Enterprise
189,92,2024-06-14,48.89,Enterprise
190,1111,2024-07-25,48.370000000000005,Enterprise
191,218,2024-10-19,8.22,Basic
192,1427,2024-06-17,50.52,Enterprise
193,1405,2024-05-01,10.33,Basic
194,833,2024-03-15,10.26,Basic
195,1371,2024-03-18,51.11,Enterprise
196,434,2024-03-14,18.86,Premium
197,729,2024-02-07,18.33,Premium
198,1113,2024-06-27,11.82,Basic
199,669,2024-02-19,11.58,Basic
200,948,2024-07-21,48.56,Enterprise
201,381,2024-02-14,20.5,Premium
202,973,2024-10-10,9.58,Basic
203,1538,2024-01-28,48.78,Enterprise
204,656,2023-12-18,51.28,Enterprise
205,1546,2024-03-25,11.790000000000001,Basic
206,636,2024-04-10,9.790000000000001,Basic
207,1238,2024-09-01,9.52,Basic
208,23,2024-04-30,19.63,Premium
209,1748,2024-07-05,11.27,Basic
210,261,2024-07-25,18.32,Premium
211,552,2024-03-09,9.18,Basic
212,1854,2024-09-18,21.43,Premium
213,623,2024-11-01,50.4,Enterprise
214,1568,2024-05-23,21.119999999999997,Premium
215,1455,2024-08-09,8.63,Basic
216,1897,2023-11-25,8.88,Basic
217,392,2024-06-05,49.14,Enterprise
218,455,2024-01-11,8.21,Basic
219,1610,2023-12-17,8.92,Basic
220,939,2024-06-15,50.800000000000004,Enterprise
221,681,2024-02-28,48.74,Enterprise
222,478,2024-02-20,51.120000000000005,Enterprise
223,520,2023-12-06,48.550000000000004,Enterprise
224,658,2024-06-22,18.77,Premium
225,985,2024-05-27,19.29,Premium
226,735,2024-02-21,10.43,Basic
227,1721,2024-02-17,48.730000000000004,Enterprise
228,333,2024-08-17,19.619999999999997,Premium
229,1654,2023-11-27,49.480000000000004,Enterprise
230,403,2024-09-24,50.59,Enterprise
231,1593,2024-08-29,8.45,Basic
232,1686,2024-05-25,48.690000000000005,Enterprise
233,83,2024-01-11,18.979999999999997,Premium
234,1774,2024-03-14,11.72,Basic
235,402,2023-11-27,8.14,Basic
236,1417,2024-03-12,9.42,Basic
237,488,2024-07-16,20.09,Premium
238,1303,2024-04-28,48.190000000000005,Enterprise
239,1776,2024-06-21,50.22,Enterprise
240,355,2024-07-19,11.64,Basic
241,666,2024-08-23,20.369999999999997,Premium
242,1124,2023-12-15,10.1,Basic
243,1117,2023-12-07,50.78,Enterprise
244,1703,2024-09-13,51.78,Enterprise
245,219,2024-09-04,21.169999999999998,Premium
246,1707,2024-04-13,18.83,Premium
247,1595,2024-09-09,48.510000000000005,Enterprise
248,1344,2024-03-23,51.06,Enterprise
249,918,2024-01-05,51.79,Enterprise
250,1501,2024-05-03,51.42,Enterprise
251,1976,2024-06-03,9.02,Basic
252,40,2024-10-20,20.759999999999998,Premium
253,1436,2024-06-09,18.029999999999998,Premium
254,896,2024-09-29,48.480000000000004,Enterprise
255,200,2024-11-15,18.58,Premium
256,1218,2024-11-14,49.39,Enterprise
257,331,2024-08-09,10.290000000000001,Basic
258,158,2024-04-01,8.61,Basic
259,1300,2024-03-01,10.23,Basic
260,400,2024-10-17,50.24,Enterprise
261,367,2024-10-06,10.120000000000001,Basic
262,99,2024-07-18,49.97,Enterprise
263,1966,2024-03-12,18.939999999999998,Premium
264,178,2024-10-25,49.21,Enterprise
265,1218,2024-04-10,10.84,Basic
266,1728,2024-03-02,11.11,Basic
267,162,2024-11-09,8.83,Basic
268,550,2024-07-03,18.869999999999997,Premium
269,235,2024-11-09,51.57,Enterprise
270,1956,2024-04-11,50.97,Enterprise
271,985,2024-01-06,21.959999999999997,Premium
272,600,2023-12-09,20.889999999999997,Premium
273,1428,2024-01-11,50.550000000000004,Enterprise
274,2000,2023-12-14,51.910000000000004,Enterprise
275,98,2024-09-16,50.45,Enterprise
276,1220,2024-01-22,50.690000000000005,Enterprise
277,1113,2023-12-29,51.61,Enterprise
278,1667,2024-10-20,8.7,Basic
279,1435,2024-06-02,18.7,Premium
280,1544,2024-09-27,20.13,Premium
281,922,2024-01-26,20.299999999999997,Premium
282,1400,2024-03-16,11.58,Basic
283,446,2024-06-23,8.49,Basic
284,1925,2024-08-18,20.91,Premium
285,1791,2024-09-25,50.160000000000004,Enterprise
286,957,2024-01-15,50.36,Enterprise
287,34,2024-04-07,20.25,Premium
288,1441,2024-05-14,11.19,Basic
289,1224,2024-10-28,11.41,Basic
290,122,2024-02-10,20.56,Premium
291,736,2024-01-04,51.79,Enterprise
292,321,2024-09-27,11.05,Basic
293,1449,2024-02-15,50.14,Enterprise
294,1050,2024-04-26,10.97,Basic
295,121,2024-06-29,49.42,Enterprise
296,1261,2024-03-21,10.93,Basic
297,1132,2024-06-30,8.030000000000001,Basic
298,529,2024-04-23,11.84,Basic
299,450,2024-04-21,51.550000000000004,Enterprise
300,1606,2024-04-10,51.92,Enterprise
301,1362,2024-07-19,50.32,Enterprise
302,886,2024-05-16,21.209999999999997,Premium
303,138,2024-05-23,10.55,Basic
304,1880,2024-01-03,48.35,Enterprise
305,1180,2024-11-08,8.6,Basic
306,1441,2024-03-14,8.01,Basic
307,131,2024-03-22,21.68,Premium
308,1175,2024-10-26,48.56,Enterprise
309,1360,2024-01-18,8.540000000000001,Basic
310,1161,2024-11-14,21.599999999999998,Premium
311,1491,2024-04-14,19.4,Premium
312,1311,2024-02-06,48.31,Enterprise
313,1927,2024-06-07,18.889999999999997,Premium
314,441,2024-01-05,51.06,Enterprise
315,1820,2024-09-29,18.659999999999997,Premium
316,1066,2024-02-08,20.599999999999998,Premium
317,949,2024-01-11,11.96,Basic
318,1696,2024-01-10,20.47,Premium
319,1068,2024-01-03,11.290000000000001,Basic
320,643,2024-09-27,18.34,Premium
321,1423,2024-08-17,50.22,Enterprise
322,231,2024-02-25,20.86,Premium
323,1927,2024-02-14,20.13,Premium
324,235,2024-07-04,18.549999999999997,Premium
325,1064,2024-05-10,20.11,Premium
326,342,2024-01-25,8.89,Basic
327,833,2024-03-25,49.6,Enterprise
328,766,2024-11-08,18.75,Premium
329,736,2023-12-23,18.95,Premium
330,290,2024-02-16,9.59,Basic
331,575,2024-03-25,9.870000000000001,Basic
332,582,2024-05-05,19.31,Premium
333,9,2024-06-13,48.61,Enterprise
334,623,2024-07-22,19.84,Premium
335,423,2024-02-11,50.36,Enterprise
336,430,2024-08-17,8.46,Basic
337,242,2024-03-30,10.98,Basic
338,1469,2024-06-11,8.16,Basic
339,1709,2024-01-11,50.95,Enterprise
340,716,2024-07-03,49.54,Enterprise
341,1811,2024-04-21,19.639999999999997,Premium
342,1943,2024-01-06,11.84,Basic
343,974,2024-07-22,49.580000000000005,Enterprise
344,1302,2024-06-26,51.79,Enterprise
345,446,2024-09-09,50.17,Enterprise
346,1149,2024-05-03,10.81,Basic
347,371,2024-02-26,8.31,Basic
348,684,2024-04-12,21.75,Premium
349,1514,2024-10-30,50.59,Enterprise
350,12,2024-01-06,11.65,Basic
351,384,2024-07-10,9.1,Basic
352,712,2024-05-09,10.38,Basic
353,705,2023-12-26,21.09,Premium
354,224,2024-04-01,21.74,Premium
355,1338,2024-10-11,50.82,Enterprise
356,1113,2024-08-28,21.99,Premium
357,849,2024-10-24,8.48,Basic
358,1476,2024-07-16,49.620000000000005,Enterprise
359,135,2024-06-13,10.86,Basic
360,907,2024-09-20,50.89,Enterprise
361,617,2024-06-24,21.81,Premium
362,1251,2024-04-24,49.65,Enterprise
363,199,2024-05-25,20.299999999999997,Premium
364,1211,2024-01-06,20.779999999999998,Premium
365,868,2023-11-27,50.21,Enterprise
366,1980,2024-01-22,50.61,Enterprise
367,989,2024-11-12,8.89,Basic
368,294,2024-05-29,9.5,Basic
369,192,2024-08-08,20.61,Premium
370,1421,2023-12-07,8.280000000000001,Basic
371,1436,2024-06-29,18.32,Premium
372,1760,2024-04-25,49.64,Enterprise
373,1329,2024-02-28,48.96,Enterprise
374,638,2024-05-05,49.53,Enterprise
375,1428,2024-03-29,50.29,Enterprise
376,1047,2024-05-17,19.04,Premium
377,169,2024-06-24,9.3,Basic
378,1325,2024-02-24,10.790000000000001,Basic
379,1897,2024-05-07,20.43,Premium
380,1267,2024-04-05,11.19,Basic
381,1985,2024-01-23,18.32,Premium
382,1655,2024-11-15,18.459999999999997,Premium
383,985,2024-04-18,8.280000000000001,Basic
384,1404,2024-11-04,9.8,Basic
385,1421,2024-09-14,21.849999999999998,Premium
386,1439,2024-08-26,49.1,Enterprise
387,511,2024-02-28,10.98,Basic
388,270,2024-08-13,21.4,Premium
389,1252,2024-10-23,11.47,Basic
390,1228,2024-08-05,18.95,Premium
391,1795,2024-02-05,51.17,Enterprise
392,1846,2024-02-18,21.479999999999997,Premium
393,534,2024-07-05,20.61,Premium
394,1732,2024-11-06,49.79,Enterprise
395,563,2024-06-08,19.759999999999998,Premium
396,1657,2024-02-04,9.33,Basic
397,644,2024-11-08,50.120000000000005,Enterprise
398,1661,2023-11-30,10.530000000000001,Basic
399,1863,2024-11-11,18.33,Premium
400,367,2024-01-22,18.849999999999998,Premium
401,286,2024-09-19,49.34,Enterprise
402,775,2024-09-26,48.07,Enterprise
403,1956,2024-06-24,10.5,Basic
404,390,2024-11-14,18.0,Premium
405,1687,2024-02-13,8.69,Basic
406,836,2023-12-02,9.120000000000001,Basic
407,1698,2024-10-02,50.02,Enterprise
408,388,2024-06-23,8.040000000000001,Basic
409,818,2024-01-11,49.190000000000005,Enterprise
410,887,2024-06-05,19.939999999999998,Premium
411,1160,2024-02-22,8.95,Basic
412,166,2023-12-19,8.98,Basic
413,757,2024-11-19,9.88,Basic
414,1415,2024-03-20,51.07,Enterprise
415,825,2024-09-06,11.120000000000001,Basic
416,1093,2024-10-30,11.82,Basic
417,1949,2024-04-11,20.79,Premium
418,213,2024-05-31,11.83,Basic
419,1861,2024-07-28,20.41,Premium
420,885,2024-06-26,10.42,Basic
421,1503,2024-03-26,21.419999999999998,Premium
422,1124,2023-12-17,50.7,Enterprise
423,136,2024-06-22,18.849999999999998,Premium
424,1718,2024-01-21,50.09,Enterprise
425,1477,2023-12-20,50.09,Enterprise
426,1454,2023-12-10,21.0,Premium
427,522,2024-04-05,51.34,Enterprise
428,1691,2024-07-31,51.870000000000005,Enterprise
429,24,2024-08-16,20.479999999999997,Premium
430,1483,2024-02-29,51.03,Enterprise
431,334,2024-06-20,21.509999999999998,Premium
432,572,2024-05-13,49.78,Enterprise
433,500,2024-10-08,51.13,Enterprise
434,98,2024-05-31,51.080000000000005,Enterprise
435,519,2024-05-29,8.16,Basic
436,1741,2023-12-08,9.69,Basic
437,1179,2024-04-16,49.160000000000004,Enterprise
438,1015,2024-01-19,50.54,Enterprise
439,89,2024-11-08,20.11,Premium
440,1717,2024-11-02,48.690000000000005,Enterprise
441,972,2023-12-05,20.66,Premium
442,1578,2023-12-21,21.63,Premium
443,1371,2024-08-26,50.77,Enterprise
444,103,2024-07-19,48.47,Enterprise
445,637,2023-12-19,8.4,Basic
446,468,2024-08-15,49.050000000000004,Enterprise
447,1478,2024-04-17,8.95,Basic
448,1595,2024-05-09,50.64,Enterprise
449,911,2024-01-04,50.6,Enterprise
450,359,2024-07-12,20.38,Premium
451,655,2023-12-23,49.46,Enterprise
452,278,2024-09-02,11.07,Basic
453,1782,2024-09-02,49.64,Enterprise
454,668,2024-09-12,9.02,Basic
455,950,2024-06-04,51.89,Enterprise
456,545,2024-07-10,20.65,Premium
457,951,2024-01-19,9.01,Basic
458,133,2024-05-07,49.300000000000004,Enterprise
459,1046,2024-05-18,50.93,Enterprise
460,1331,2024-03-15,49.620000000000005,Enterprise
461,998,2024-03-30,8.86,Basic
462,1613,2024-06-22,50.980000000000004,Enterprise
463,1043,2024-02-27,19.2,Premium
464,1530,2024-10-21,49.56,Enterprise
465,1363,2024-11-20,49.54,Enterprise
466,506,2024-09-28,19.419999999999998,Premium
467,211,2023-12-30,20.93,Premium
468,1459,2024-07-17,51.45,Enterprise
469,1146,2023-12-21,8.540000000000001,Basic
470,1296,2024-02-17,48.36,Enterprise
471,531,2024-02-11,8.51,Basic
472,58,2024-10-04,11.4,Basic
473,454,2023-12-01,48.440000000000005,Enterprise
474,376,2023-11-27,51.29,Enterprise
475,973,2024-06-02,50.49,Enterprise
476,1271,2024-10-04,8.14,Basic
477,1865,2024-11-04,51.15,Enterprise
478,1186,2024-04-26,9.71,Basic
479,1215,2024-04-18,18.709999999999997,Premium
480,1026,2024-11-08,18.159999999999997,Premium
481,1778,2024-04-19,48.15,Enterprise
482,1233,2024-05-07,50.02,Enterprise
483,571,2024-07-05,10.41,Basic
484,1643,2024-11-11,20.29,Premium
485,1105,2024-11-19,19.279999999999998,Premium
486,1661,2023-12-23,48.92,Enterprise
487,644,2024-09-07,49.29,Enterprise
488,667,2024-03-26,51.84,Enterprise
489,1316,2024-01-30,19.52,Premium
490,1164,2024-11-15,21.24,Premium
491,1606,2024-03-31,11.6,Basic
492,1324,2024-02-12,51.46,Enterprise
493,259,2024-05-12,48.64,Enterprise
494,413,2023-12-05,18.63,Premium
495,1828,2024-07-04,51.95,Enterprise
496,1133,2024-05-12,50.690000000000005,Enterprise
497,1332,2024-06-05,9.1,Basic
498,1203,2024-08-19,11.14,Basic
499,637,2024-07-31,9.33,Basic
500,1106,2023-12-12,8.8,Basic
501,1095,2024-03-02,20.54,Premium
502,804,2024-02-13,51.21,Enterprise
503,1233,2024-10-14,19.97,Premium
504,1561,2024-01-06,51.830000000000005,Enterprise
505,711,2023-11-28,19.61,Premium
506,1185,2024-04-07,11.85,Basic
507,1007,2024-11-02,49.870000000000005,Enterprise
508,181,2024-01-30,50.21,Enterprise
509,1048,2024-09-28,50.14,Enterprise
510,819,2024-05-28,50.690000000000005,Enterprise
511,483,2024-09-11,19.509999999999998,Premium
512,1061,2024-05-27,10.48,Basic
513,1330,2024-05-03,10.56,Basic
514,1224,2024-09-28,51.940000000000005,Enterprise
515,777,2024-07-28,48.0,Enterprise
516,1418,2024-08-19,18.599999999999998,Premium
517,1117,2024-01-09,9.52,Basic
518,519,2023-12-14,48.89,Enterprise
519,10,2024-10-28,21.68,Premium
520,1798,2024-01-21,10.19,Basic
521,1002,2024-01-05,48.18,Enterprise
522,575,2024-01-14,51.330000000000005,Enterprise
523,928,2024-03-17,51.85,Enterprise
524,925,2024-02-23,11.14,Basic
525,1509,2024-08-22,20.419999999999998,Premium
526,316,2023-12-28,49.82,Enterprise
527,1972,2024-02-20,11.77,Basic
528,82,2024-05-31,50.07,Enterprise
529,1050,2024-08-26,11.280000000000001,Basic
530,1984,2024-01-30,19.119999999999997,Premium
531,1375,2024-08-03,21.57,Premium
532,1580,2023-12-23,11.89,Basic
533,1739,2023-12-14,49.47,Enterprise
534,8,2024-09-10,20.99,Premium
535,933,2024-01-24,48.39,Enterprise
536,1984,2024-06-23,50.120000000000005,Enterprise
537,1358,2024-06-13,19.95,Premium
538,1167,2024-07-16,11.23,Basic
539,1187,2024-03-17,21.79,Premium
540,1943,2023-12-01,21.5,Premium
541,1129,2024-01-07,10.040000000000001,Basic
542,1312,2024-02-17,48.59,Enterprise
543,1240,2024-09-13,20.34,Premium
544,1409,2024-07-31,21.169999999999998,Premium
545,205,2024-05-18,8.96,Basic
546,1256,2024-04-22,20.91,Premium
547,1257,2024-01-01,20.259999999999998,Premium
548,1056,2023-11-28,19.939999999999998,Premium
549,578,2024-10-15,50.14,Enterprise
550,1035,2024-05-28,20.799999999999997,Premium
551,129,2024-05-02,49.67,Enterprise
552,1989,2023-12-23,48.92,Enterprise
553,1168,2024-10-05,51.27,Enterprise
554,1292,2024-05-13,19.09,Premium
555,646,2024-08-02,48.36,Enterprise
556,1147,2024-06-29,51.34,Enterprise
557,1638,2024-01-03,11.43,Basic
558,1053,2024-10-09,21.32,Premium
559,1202,2024-05-08,50.4,Enterprise
560,516,2024-11-11,9.870000000000001,Basic
561,877,2024-07-25,19.549999999999997,Premium
562,164,2024-04-12,49.72,Enterprise
563,1236,2024-09-19,10.85,Basic
564,1099,2024-10-20,9.47,Basic
565,554,2024-06-27,49.42,Enterprise
566,1001,2024-08-13,21.5,Premium
567,379,2024-11-08,8.66,Basic
568,831,2024-05-19,18.159999999999997,Premium
569,425,2023-12-04,51.730000000000004,Enterprise
570,1678,2024-06-28,8.290000000000001,Basic
571,1980,2024-05-22,51.1,Enterprise
572,1437,2024-11-02,18.57,Premium
573,287,2024-06-25,20.729999999999997,Premium
574,539,2023-12-06,48.74,Enterprise
575,543,2024-07-25,18.799999999999997,Premium
576,1825,2024-03-27,19.38,Premium
577,401,2024-08-05,20.79,Premium
578,1428,2023-12-29,51.190000000000005,Enterprise
579,1746,2024-09-21,20.299999999999997,Premium
580,239,2024-10-27,48.13,Enterprise
581,216,2024-03-14,9.3,Basic
582,1841,2024-05-23,49.96,Enterprise
583,1817,2024-05-05,18.18,Premium
584,449,2024-02-02,19.38,Premium
585,231,2024-05-03,21.99,Premium
586,1501,2024-06-29,19.599999999999998,Premium
587,1293,2024-11-13,19.259999999999998,Premium
588,1107,2024-09-03,50.02,Enterprise
589,952,2023-11-26,9.72,Basic
590,501,2024-04-30,18.139999999999997,Premium
591,1242,2024-07-29,50.010000000000005,Enterprise
592,266,2023-12-23,51.77,Enterprise
593,976,2023-12-08,8.92,Basic
594,1923,2024-09-16,10.74,Basic
595,713,2024-05-10,19.759999999999998,Premium
596,41,2024-10-08,19.56,Premium
597,942,2024-07-18,11.790000000000001,Basic
598,1529,2024-08-09,8.030000000000001,Basic
599,316,2024-05-08,20.349999999999998,Premium
600,1502,2023-12-21,49.32,Enterprise
601,1351,2024-09-29,10.63,Basic
602,1476,2024-05-05,9.94,Basic
603,10,2024-02-28,10.65,Basic
604,232,2024-08-25,10.11,Basic
605,1093,2024-05-03,20.389999999999997,Premium
606,1677,2024-02-11,11.41,Basic
607,1173,2024-05-08,50.6,Enterprise
608,1557,2024-09-26,8.3,Basic
609,1052,2024-10-24,10.84,Basic
610,1992,2024-02-13,8.77,Basic
611,44,2024-09-13,50.88,Enterprise
612,1634,2024-01-29,19.529999999999998,Premium
613,1148,2024-09-27,18.659999999999997,Premium
614,282,2024-09-20,51.480000000000004,Enterprise
615,1009,2024-05-14,50.72,Enterprise
616,1541,2024-06-13,8.71,Basic
617,484,2024-01-27,20.729999999999997,Premium
618,449,2024-07-29,18.43,Premium
619,1090,2024-04-26,48.940000000000005,Enterprise
620,778,2024-04-26,49.14,Enterprise
621,525,2023-12-15,10.61,Basic
622,1584,2024-04-30,19.189999999999998,Premium
623,125,2024-05-14,10.06,Basic
624,1981,2024-10-17,20.729999999999997,Premium
625,1227,2024-09-05,8.85,Basic
626,1236,2024-03-10,8.13,Basic
627,278,2024-08-14,21.529999999999998,Premium
628,1428,2024-07-07,49.84,Enterprise
629,1435,2024-04-25,18.45,Premium
630,36,2024-08-20,9.040000000000001,Basic
631,183,2024-01-25,8.98,Basic
632,1559,2024-09-02,48.440000000000005,Enterprise
633,1702,2024-04-04,18.82,Premium
634,1947,2024-01-09,18.389999999999997,Premium
635,245,2024-07-18,49.63,Enterprise
636,1577,2024-07-26,9.35,Basic
637,992,2024-07-21,48.24,Enterprise
638,1329,2024-05-11,11.85,Basic
639,61,2024-07-25,8.25,Basic
640,898,2024-06-27,18.13,Premium
641,1451,2024-05-22,51.35,Enterprise
642,773,2024-03-18,49.980000000000004,Enterprise
643,1657,2024-06-22,11.41,Basic
644,674,2024-06-08,9.64,Basic
645,1981,2024-07-11,49.17,Enterprise
646,1625,2024-01-17,18.009999999999998,Premium
647,1828,2024-01-19,11.36,Basic
648,610,2024-09-21,49.14,Enterprise
649,186,2024-04-10,51.85,Enterprise
650,1002,2024-05-25,11.34,Basic
651,46,2024-05-10,18.57,Premium
652,16,2024-08-18,9.48,Basic
653,226,2024-10-09,10.040000000000001,Basic
654,1051,2024-09-14,19.0,Premium
